farmer_id,crop_type,season,state,land_area_hectare,annual_rainfall_mm,fertilizer_used_kg,pesticide_used_liters,total_production_tonnes,yield_tonnes_per_hectare
F0318,Wheat,Rabi,Punjab,4.58,829.55,79.53,23.06,12.5,2.73
F0104,Cotton,Kharif,Maharashtra,4.43,808.3,366.18,47.42,14.07,3.18
F0470,Wheat,Kharif,Punjab,3.04,828.17,408.19,32.44,10.36,3.41
F0498,Wheat,Kharif,Uttar Pradesh,2.27,912.26,288.1,44.43,6.46,2.84
F0162,Sugarcane,Rabi,Madhya Pradesh,4.89,635.33,153.93,44.34,9.93,2.03
F0113,Cotton,Rabi,Maharashtra,2.28,1227.96,263.47,20.8,8.16,3.58
F0234,Sugarcane,Zaid,Maharashtra,3.93,1322.66,299.2,37.3,18.46,4.7
F0047,Rice,Rabi,Karnataka,0.74,752.2,453.11,17.36,2.28,3.08
F0149,Rice,Kharif,Punjab,3.09,663.15,325.54,24.72,8.9,2.88
F0060,Rice,Rabi,Karnataka,6.9,545.36,469.71,16.9,18.7,2.71
F0151,Wheat,Rabi,Punjab,1.92,407.96,303.52,10.12,3.09,1.61
F0298,Cotton,Kharif,Maharashtra,3.18,1025.09,417.54,39.26,11.09,3.49
F0145,Rice,Rabi,Madhya Pradesh,2.99,594.37,484.61,5.37,7.88,2.64
F0397,Maize,Kharif,Karnataka,9.5,710.77,248.16,36.82,25.96,2.73
F0117,Rice,Rabi,Punjab,6.08,681.53,299.22,37.88,12.53,2.06
F0323,Cotton,Kharif,Karnataka,6.81,556.86,244.78,13.9,14.19,2.08
F0431,Rice,Zaid,Karnataka,5.71,439.26,60.4,7.3,7.13,1.25
F0001,Rice,Kharif,Maharashtra,1.53,910.65,259.19,47.82,5.04,3.29
F0409,Sugarcane,Zaid,Uttar Pradesh,9.48,1235.53,320.95,25.47,43.24,4.56
F0216,Wheat,Kharif,Karnataka,6.23,994.89,154.36,7.1,20.0,3.21
F0117,Maize,Zaid,Punjab,9.48,676.48,249.17,10.16,22.92,2.42
F0087,Maize,Kharif,Maharashtra,8.92,1175.73,124.1,30.46,34.23,3.84
F0244,Sugarcane,Kharif,Madhya Pradesh,3.47,513.88,436.63,23.16,6.28,1.81
F0494,Wheat,Kharif,Uttar Pradesh,4.14,1345.94,213.41,47.82,17.55,4.24
F0284,Wheat,Zaid,Maharashtra,9.49,473.88,129.79,43.82,18.7,1.97
F0481,Maize,Zaid,Karnataka,8.09,460.07,99.74,46.49,8.09,1.0
F0012,Sugarcane,Kharif,Maharashtra,7.64,1007.74,396.13,24.3,26.45,3.46
F0310,Maize,Zaid,Maharashtra,2.82,1174.82,238.85,49.16,13.02,4.62
F0375,Sugarcane,Rabi,Karnataka,3.82,1406.07,469.83,15.88,19.06,4.99
F0211,Maize,Rabi,Karnataka,9.22,840.15,384.94,26.01,36.41,3.95
F0035,Maize,Kharif,Karnataka,2.66,539.22,241.44,39.0,7.61,2.86
F0029,Rice,Rabi,Uttar Pradesh,3.18,877.72,69.98,41.79,10.1,3.18
F0400,Cotton,Rabi,Uttar Pradesh,9.9,788.25,54.93,12.64,30.15,3.05
F0407,Maize,Zaid,Maharashtra,7.98,604.66,393.63,35.96,26.81,3.36
F0029,Cotton,Zaid,Karnataka,3.57,954.59,116.27,25.37,10.6,2.97
F0224,Rice,Kharif,Maharashtra,8.48,1008.3,136.34,31.15,31.85,3.76
F0394,Rice,Kharif,Maharashtra,5.31,778.37,103.83,23.75,8.86,1.67
F0002,Wheat,Kharif,Uttar Pradesh,9.29,750.85,391.04,28.86,24.51,2.64
F0261,Cotton,Kharif,Maharashtra,7.19,612.14,473.86,28.85,18.24,2.54
F0007,Rice,Zaid,Karnataka,1.45,1108.45,53.49,26.39,5.72,3.94
F0287,Wheat,Kharif,Madhya Pradesh,2.33,1052.85,490.74,25.9,9.62,4.13
F0409,Wheat,Rabi,Punjab,5.21,1416.51,450.48,40.36,30.13,5.78
F0013,Sugarcane,Rabi,Uttar Pradesh,3.31,954.01,150.75,24.98,12.5,3.78
F0191,Cotton,Rabi,Madhya Pradesh,9.01,797.54,57.97,43.78,21.93,2.43
F0408,Sugarcane,Kharif,Uttar Pradesh,2.16,1046.26,61.24,22.98,5.11,2.37
F0164,Wheat,Rabi,Karnataka,9.1,1343.21,156.96,8.65,36.31,3.99
F0318,Wheat,Rabi,Uttar Pradesh,6.46,703.64,352.44,6.45,19.44,3.01
F0200,Sugarcane,Rabi,Madhya Pradesh,2.52,1329.11,76.37,14.7,9.4,3.73
F0060,Cotton,Zaid,Madhya Pradesh,9.99,819.69,366.33,13.22,39.2,3.92
F0259,Sugarcane,Rabi,Karnataka,3.49,1294.68,321.54,22.51,16.99,4.87
F0133,Cotton,Kharif,Punjab,5.8,992.11,124.49,23.12,15.48,2.67
F0417,Maize,Zaid,Maharashtra,7.73,879.05,473.14,18.22,21.05,2.72
F0028,Maize,Kharif,Maharashtra,4.45,1244.35,295.71,29.62,18.82,4.23
F0398,Cotton,Rabi,Karnataka,3.07,1499.2,188.76,44.8,13.94,4.54
F0398,Maize,Rabi,Madhya Pradesh,6.92,709.1,294.59,42.82,14.13,2.04
F0040,Sugarcane,Kharif,Punjab,0.9,1017.89,434.67,22.17,2.96,3.29
F0101,Rice,Kharif,Karnataka,7.53,1053.24,219.04,11.35,29.86,3.97
F0307,Sugarcane,Kharif,Madhya Pradesh,7.02,321.45,147.3,8.13,10.35,1.47
F0144,Wheat,Kharif,Madhya Pradesh,5.92,1207.77,99.76,42.73,27.85,4.7
F0377,Rice,Kharif,Punjab,9.73,400.42,455.55,10.67,23.08,2.37
F0093,Wheat,Rabi,Madhya Pradesh,4.23,1321.73,457.81,27.79,23.94,5.66
F0411,Cotton,Zaid,Punjab,8.41,445.81,414.53,26.66,21.06,2.5
F0464,Cotton,Kharif,Madhya Pradesh,4.78,808.68,279.15,47.53,15.49,3.24
F0345,Wheat,Zaid,Madhya Pradesh,2.21,1168.96,415.51,35.56,9.58,4.33
F0216,Rice,Zaid,Karnataka,6.27,977.78,437.42,41.97,18.84,3.0
F0202,Maize,Kharif,Karnataka,8.76,818.43,413.76,16.85,26.28,3.0
F0472,Sugarcane,Kharif,Madhya Pradesh,0.54,894.55,95.1,38.95,1.42,2.62
F0316,Maize,Rabi,Madhya Pradesh,1.33,643.99,401.67,11.82,2.49,1.87
F0184,Rice,Zaid,Uttar Pradesh,6.65,1400.91,355.93,41.5,31.42,4.73
F0220,Cotton,Zaid,Maharashtra,9.0,1158.13,337.8,34.87,34.95,3.88
F0383,Rice,Zaid,Punjab,4.43,353.47,403.0,35.54,10.19,2.3
F0324,Sugarcane,Kharif,Punjab,3.69,653.19,442.76,40.86,10.23,2.77
F0224,Maize,Kharif,Madhya Pradesh,5.39,456.88,146.78,34.53,11.76,2.18
F0099,Maize,Kharif,Uttar Pradesh,9.52,1266.76,219.9,40.49,38.18,4.01
F0333,Wheat,Rabi,Uttar Pradesh,3.84,500.52,65.03,22.36,5.76,1.5
F0244,Maize,Rabi,Punjab,2.46,1463.78,61.25,40.36,11.42,4.64
F0497,Wheat,Rabi,Karnataka,3.55,344.99,463.01,11.28,3.89,1.1
F0047,Cotton,Rabi,Karnataka,1.12,359.91,102.0,8.21,1.65,1.47
F0011,Sugarcane,Rabi,Punjab,7.73,882.68,204.3,23.83,25.83,3.34
F0480,Cotton,Rabi,Maharashtra,3.54,757.33,326.17,33.06,10.85,3.06
F0205,Wheat,Rabi,Madhya Pradesh,5.08,780.79,493.78,41.95,20.93,4.12
F0261,Sugarcane,Kharif,Maharashtra,3.06,420.2,208.59,23.13,4.33,1.42
F0408,Rice,Zaid,Madhya Pradesh,0.66,1277.75,211.64,31.12,2.87,4.35
F0177,Cotton,Kharif,Uttar Pradesh,9.53,1498.5,217.34,18.45,51.03,5.36
F0088,Sugarcane,Kharif,Maharashtra,8.65,1498.33,333.34,40.78,41.63,4.81
F0070,Rice,Rabi,Punjab,5.96,1299.67,359.65,5.95,31.07,5.21
F0277,Maize,Rabi,Maharashtra,3.7,473.37,154.84,45.75,7.97,2.15
F0365,Sugarcane,Zaid,Uttar Pradesh,5.57,561.92,123.91,15.66,6.42,1.15
F0185,Rice,Zaid,Punjab,5.27,625.41,476.42,25.87,14.95,2.84
F0010,Maize,Zaid,Madhya Pradesh,3.62,1084.19,175.82,30.68,12.7,3.51
F0164,Maize,Zaid,Uttar Pradesh,7.84,1413.61,167.51,20.07,38.78,4.95
F0359,Cotton,Zaid,Uttar Pradesh,9.06,407.85,109.37,27.3,12.52,1.38
F0013,Wheat,Zaid,Uttar Pradesh,1.51,714.7,116.77,33.62,4.54,3.01
F0090,Maize,Zaid,Maharashtra,8.63,440.95,360.3,23.4,10.2,1.18
F0386,Maize,Kharif,Karnataka,2.46,783.3,84.18,36.29,5.08,2.06
F0218,Wheat,Rabi,Punjab,1.65,1337.59,272.05,30.75,6.56,3.98
F0290,Cotton,Zaid,Madhya Pradesh,5.91,792.59,136.64,38.53,12.68,2.15
F0317,Sugarcane,Kharif,Madhya Pradesh,3.41,870.27,252.21,36.89,11.65,3.42
F0248,Maize,Zaid,Uttar Pradesh,6.42,1073.28,371.32,18.17,23.23,3.62
F0069,Sugarcane,Rabi,Karnataka,3.42,1481.93,416.32,12.41,14.82,4.33
F0214,Maize,Rabi,Karnataka,0.55,351.34,159.83,10.14,1.06,1.94
F0428,Wheat,Zaid,Karnataka,7.5,558.73,229.68,27.86,16.21,2.16
F0116,Maize,Rabi,Maharashtra,8.2,1306.95,459.37,27.92,36.7,4.48
F0463,Wheat,Rabi,Uttar Pradesh,5.87,598.43,244.27,33.53,14.2,2.42
F0353,Rice,Zaid,Uttar Pradesh,2.94,362.62,54.61,6.0,2.94,1.0
F0033,Maize,Rabi,Madhya Pradesh,9.87,667.21,107.34,29.55,18.08,1.83
F0461,Wheat,Rabi,Punjab,8.65,1113.67,183.24,30.27,36.11,4.17
F0356,Maize,Zaid,Punjab,6.83,1344.97,441.55,31.05,36.58,5.36
F0232,Wheat,Kharif,Karnataka,4.58,1069.88,418.2,5.25,20.98,4.58
F0413,Sugarcane,Zaid,Uttar Pradesh,2.64,872.15,109.66,22.78,7.31,2.77
F0403,Maize,Rabi,Punjab,2.18,736.35,218.06,49.69,5.17,2.37
F0097,Rice,Rabi,Punjab,2.79,918.66,306.37,14.97,8.79,3.15
F0452,Wheat,Kharif,Karnataka,7.69,671.46,464.96,34.55,27.8,3.62
F0429,Rice,Kharif,Madhya Pradesh,8.27,648.58,202.87,47.12,17.78,2.15
F0092,Rice,Kharif,Uttar Pradesh,2.07,350.58,254.32,41.05,3.18,1.54
F0384,Rice,Kharif,Uttar Pradesh,5.57,420.08,314.91,40.03,10.36,1.86
F0263,Sugarcane,Zaid,Madhya Pradesh,1.39,507.19,55.53,31.71,2.46,1.77
F0407,Sugarcane,Kharif,Madhya Pradesh,9.83,375.64,456.35,41.63,23.33,2.37
F0252,Rice,Rabi,Madhya Pradesh,3.49,1468.23,179.57,45.02,17.04,4.88
F0283,Rice,Kharif,Madhya Pradesh,5.85,444.0,289.39,21.06,12.46,2.13
F0034,Rice,Rabi,Madhya Pradesh,8.03,1209.76,459.78,5.67,34.9,4.35
F0191,Cotton,Zaid,Maharashtra,1.27,325.01,332.94,33.34,2.24,1.76
F0197,Cotton,Kharif,Punjab,9.88,777.65,199.36,33.1,25.07,2.54
F0085,Wheat,Zaid,Maharashtra,6.53,1327.56,270.77,14.75,33.81,5.18
F0003,Rice,Zaid,Uttar Pradesh,2.11,300.19,373.21,10.0,2.6,1.23
F0309,Cotton,Kharif,Maharashtra,5.82,777.55,353.6,7.5,14.66,2.52
F0009,Sugarcane,Kharif,Maharashtra,1.68,899.05,201.63,18.31,4.57,2.72
F0082,Sugarcane,Kharif,Madhya Pradesh,1.12,1469.85,356.53,23.79,5.92,5.28
F0327,Rice,Zaid,Punjab,7.17,1207.6,400.98,26.5,30.75,4.29
F0416,Wheat,Rabi,Madhya Pradesh,9.3,1023.97,141.42,46.38,30.62,3.29
F0230,Sugarcane,Kharif,Karnataka,9.19,1487.02,443.33,49.9,51.61,5.62
F0228,Rice,Kharif,Madhya Pradesh,8.32,577.13,94.3,49.07,13.59,1.63
F0402,Cotton,Rabi,Maharashtra,3.31,1345.07,51.86,5.95,11.05,3.34
F0315,Maize,Kharif,Karnataka,7.05,978.68,84.87,12.32,21.08,2.99
F0405,Sugarcane,Kharif,Uttar Pradesh,4.19,522.72,406.5,23.72,9.8,2.34
F0479,Wheat,Zaid,Punjab,1.36,454.72,157.82,43.68,1.61,1.18
F0407,Sugarcane,Rabi,Uttar Pradesh,9.28,1291.51,200.33,17.26,47.56,5.12
F0045,Rice,Zaid,Maharashtra,9.94,457.88,72.18,36.25,16.64,1.67
F0500,Cotton,Kharif,Uttar Pradesh,8.41,1315.62,355.31,47.93,42.42,5.04
F0488,Cotton,Kharif,Madhya Pradesh,9.69,1316.59,189.39,13.83,41.92,4.33
F0455,Sugarcane,Rabi,Madhya Pradesh,5.71,843.62,444.99,9.5,21.94,3.84
F0288,Sugarcane,Zaid,Maharashtra,1.4,684.92,224.22,33.02,2.88,2.06
F0207,Cotton,Rabi,Punjab,2.0,1332.73,251.39,46.27,7.15,3.58
F0137,Rice,Zaid,Uttar Pradesh,1.85,304.49,289.47,9.82,2.51,1.36
F0206,Rice,Zaid,Madhya Pradesh,4.22,1007.13,174.06,12.89,13.36,3.17
F0139,Maize,Kharif,Punjab,9.42,680.33,344.44,8.6,29.12,3.09
F0054,Wheat,Kharif,Maharashtra,2.8,1228.42,287.91,46.76,13.26,4.74
F0237,Maize,Zaid,Madhya Pradesh,4.77,1475.1,481.93,19.81,25.13,5.27
F0226,Rice,Rabi,Punjab,8.92,1317.13,144.81,33.09,43.93,4.92
F0061,Maize,Zaid,Maharashtra,8.62,1469.09,247.77,7.72,34.18,3.97
F0403,Rice,Kharif,Punjab,7.62,978.21,251.55,18.92,17.95,2.36
F0064,Cotton,Kharif,Uttar Pradesh,7.69,952.67,444.58,29.46,28.71,3.73
F0187,Cotton,Kharif,Maharashtra,2.76,1321.31,300.75,14.31,10.5,3.81
F0482,Maize,Kharif,Madhya Pradesh,8.52,843.96,376.9,9.3,33.43,3.92
F0052,Rice,Kharif,Punjab,4.26,1479.89,413.81,12.2,20.41,4.79
F0429,Rice,Zaid,Punjab,6.68,1208.39,387.29,27.94,25.16,3.77
F0477,Rice,Zaid,Punjab,8.2,824.49,105.75,30.4,29.34,3.58
F0457,Cotton,Rabi,Punjab,9.34,814.01,199.13,48.98,30.7,3.29
F0223,Rice,Zaid,Maharashtra,8.7,687.65,258.7,23.68,26.5,3.05
F0144,Maize,Zaid,Uttar Pradesh,2.3,957.44,60.78,39.39,6.51,2.83
F0214,Maize,Kharif,Uttar Pradesh,6.02,1050.71,73.27,14.5,19.17,3.18
F0187,Cotton,Zaid,Uttar Pradesh,6.46,979.42,325.47,29.72,21.69,3.36
F0462,Sugarcane,Rabi,Maharashtra,3.09,593.41,111.68,43.21,4.22,1.37
F0469,Cotton,Zaid,Uttar Pradesh,2.18,1347.64,384.23,34.67,10.89,5.0
F0144,Sugarcane,Kharif,Madhya Pradesh,4.37,614.37,490.75,40.88,13.96,3.19
F0484,Maize,Rabi,Karnataka,7.71,656.5,241.95,13.37,17.01,2.21
F0374,Cotton,Kharif,Madhya Pradesh,1.55,1167.31,170.38,41.9,6.98,4.51
F0026,Cotton,Kharif,Uttar Pradesh,8.0,1212.0,207.05,25.42,31.69,3.96
F0091,Cotton,Kharif,Punjab,6.15,1468.73,197.4,46.54,27.92,4.54
F0285,Maize,Rabi,Punjab,6.33,627.04,173.38,10.11,20.4,3.22
F0340,Sugarcane,Rabi,Uttar Pradesh,1.58,717.21,393.28,32.36,4.96,3.14
F0423,Maize,Rabi,Uttar Pradesh,6.87,510.21,263.2,34.18,14.25,2.07
F0310,Rice,Kharif,Punjab,0.77,317.89,108.23,16.32,0.77,1.0
F0331,Sugarcane,Kharif,Madhya Pradesh,1.81,1108.07,318.26,18.25,4.65,2.57
F0039,Wheat,Kharif,Maharashtra,0.63,393.18,226.26,11.93,1.48,2.35
F0486,Wheat,Kharif,Uttar Pradesh,5.7,577.41,204.72,32.63,8.01,1.4
F0496,Sugarcane,Kharif,Karnataka,8.68,1203.86,299.03,21.3,40.16,4.63
F0272,Rice,Kharif,Punjab,0.87,1485.58,348.97,35.65,4.32,4.96
F0097,Cotton,Kharif,Punjab,0.86,1026.64,268.15,9.76,3.35,3.89
F0249,Wheat,Rabi,Punjab,5.72,796.1,82.71,37.14,13.47,2.35
F0331,Wheat,Kharif,Karnataka,7.18,1036.85,279.62,24.52,21.05,2.93
F0174,Maize,Kharif,Uttar Pradesh,9.44,1006.55,190.04,25.24,34.21,3.62
F0075,Maize,Zaid,Karnataka,8.15,493.94,181.78,35.58,18.94,2.32
F0324,Cotton,Rabi,Madhya Pradesh,1.74,1215.22,80.76,5.57,6.05,3.48
F0359,Maize,Rabi,Uttar Pradesh,9.03,997.61,208.32,15.47,31.48,3.49
F0034,Sugarcane,Zaid,Punjab,9.92,1479.86,335.76,24.93,62.37,6.29
F0255,Wheat,Rabi,Punjab,5.17,1118.97,95.71,19.78,18.07,3.49
F0486,Cotton,Zaid,Punjab,7.96,882.6,200.96,8.71,18.61,2.34
F0049,Rice,Rabi,Punjab,5.73,625.52,326.72,48.97,13.6,2.37
F0479,Maize,Kharif,Madhya Pradesh,4.99,1462.34,397.31,45.42,24.9,4.99
F0218,Sugarcane,Rabi,Maharashtra,3.67,1490.45,96.27,7.38,19.15,5.22
F0420,Sugarcane,Kharif,Madhya Pradesh,7.87,942.09,408.87,31.81,31.09,3.95
F0122,Cotton,Kharif,Punjab,3.49,973.33,290.08,42.06,11.98,3.43
F0460,Sugarcane,Zaid,Uttar Pradesh,7.75,419.72,399.57,21.71,16.87,2.18
F0440,Sugarcane,Rabi,Punjab,0.87,735.9,324.79,10.37,2.56,2.94
F0010,Wheat,Zaid,Karnataka,3.63,768.9,383.36,32.07,11.75,3.24
F0295,Cotton,Zaid,Uttar Pradesh,6.88,767.0,269.52,49.54,17.83,2.59
F0254,Wheat,Rabi,Maharashtra,3.27,1218.13,393.81,18.16,12.2,3.73
F0017,Wheat,Rabi,Punjab,1.27,313.72,242.35,23.47,1.77,1.39
F0118,Sugarcane,Zaid,Uttar Pradesh,2.94,1369.48,270.98,31.96,14.01,4.77
F0383,Maize,Zaid,Uttar Pradesh,1.41,759.5,474.9,31.53,5.36,3.8
F0437,Maize,Kharif,Maharashtra,9.15,628.79,277.3,48.14,15.08,1.65
F0063,Maize,Zaid,Uttar Pradesh,2.14,1163.6,326.52,35.59,7.35,3.44
F0354,Sugarcane,Kharif,Madhya Pradesh,7.0,558.65,238.84,13.47,11.22,1.6
F0105,Maize,Kharif,Karnataka,0.58,1464.07,244.27,48.62,2.88,4.96
F0001,Sugarcane,Rabi,Maharashtra,2.41,1248.09,402.67,10.07,9.66,4.01
F0135,Cotton,Zaid,Punjab,9.16,533.56,325.84,49.35,16.74,1.83
F0161,Sugarcane,Zaid,Maharashtra,2.29,900.59,406.95,11.76,7.68,3.35
F0456,Maize,Rabi,Madhya Pradesh,6.77,688.29,203.54,34.79,21.1,3.12
F0114,Rice,Zaid,Uttar Pradesh,1.98,1247.94,78.91,13.73,7.56,3.82
F0153,Sugarcane,Rabi,Punjab,6.73,1325.91,163.71,19.72,23.93,3.56
F0410,Sugarcane,Rabi,Uttar Pradesh,8.21,1228.36,115.38,25.87,32.71,3.98
F0490,Maize,Kharif,Madhya Pradesh,7.86,704.8,334.9,7.26,17.6,2.24
F0060,Rice,Zaid,Karnataka,8.39,726.54,176.7,42.84,22.3,2.66
F0393,Wheat,Rabi,Madhya Pradesh,0.98,775.93,216.5,17.82,2.79,2.84
F0189,Rice,Zaid,Maharashtra,1.11,1157.62,287.28,45.54,4.62,4.16
F0270,Sugarcane,Zaid,Karnataka,3.47,988.99,275.34,27.03,9.64,2.78
F0097,Sugarcane,Rabi,Madhya Pradesh,7.68,841.6,481.33,16.74,25.84,3.36
F0205,Maize,Rabi,Maharashtra,6.99,1428.86,348.56,44.21,32.93,4.71
F0076,Cotton,Rabi,Uttar Pradesh,6.2,487.51,290.99,15.37,15.9,2.56
F0284,Wheat,Rabi,Madhya Pradesh,7.57,933.67,235.05,17.1,27.75,3.67
F0355,Wheat,Zaid,Maharashtra,2.53,1466.45,114.25,9.55,12.11,4.79
F0146,Maize,Kharif,Punjab,1.57,987.75,401.44,21.5,5.84,3.72
F0395,Sugarcane,Kharif,Maharashtra,1.93,859.16,355.57,42.45,6.63,3.43
F0218,Maize,Zaid,Uttar Pradesh,4.86,1012.33,170.31,34.07,16.63,3.42
F0463,Cotton,Rabi,Madhya Pradesh,2.89,1445.87,267.51,19.93,15.44,5.34
F0061,Sugarcane,Zaid,Punjab,2.22,593.34,424.78,32.65,5.62,2.53
F0353,Sugarcane,Rabi,Maharashtra,1.65,307.31,278.54,49.92,2.53,1.53
F0093,Maize,Zaid,Karnataka,7.1,670.07,444.59,40.18,17.44,2.46
F0284,Sugarcane,Kharif,Uttar Pradesh,2.65,862.3,241.19,18.0,7.48,2.82
F0412,Maize,Kharif,Madhya Pradesh,2.14,1214.68,495.55,40.0,8.74,4.09
F0377,Wheat,Rabi,Uttar Pradesh,2.57,464.03,298.1,32.24,3.98,1.55
F0184,Cotton,Rabi,Uttar Pradesh,7.2,1116.26,181.55,19.86,22.6,3.14
F0379,Sugarcane,Kharif,Karnataka,2.52,749.2,172.44,8.97,8.19,3.25
F0054,Rice,Rabi,Uttar Pradesh,8.39,1323.73,148.89,7.91,32.28,3.85
F0360,Maize,Zaid,Punjab,4.24,376.96,151.82,40.68,7.36,1.74
F0401,Wheat,Kharif,Maharashtra,8.14,548.5,201.16,11.04,18.84,2.31
F0397,Maize,Rabi,Karnataka,7.77,1308.09,413.02,5.74,44.85,5.77
F0309,Sugarcane,Kharif,Uttar Pradesh,2.27,1085.89,219.09,49.21,8.64,3.81
F0359,Maize,Kharif,Uttar Pradesh,2.41,1336.75,194.61,49.53,10.62,4.41
F0058,Wheat,Zaid,Uttar Pradesh,2.0,919.61,406.78,24.47,7.41,3.71
F0132,Rice,Zaid,Uttar Pradesh,4.54,1024.89,74.54,42.9,14.39,3.17
F0263,Sugarcane,Kharif,Madhya Pradesh,6.66,784.82,57.28,31.63,12.24,1.84
F0034,Wheat,Kharif,Punjab,2.32,1083.93,74.16,19.1,8.36,3.6
F0096,Wheat,Kharif,Maharashtra,1.92,996.21,347.79,37.45,6.65,3.47
F0116,Sugarcane,Rabi,Madhya Pradesh,1.25,811.38,475.63,14.8,4.08,3.26
F0168,Cotton,Kharif,Karnataka,2.94,421.07,322.51,35.59,6.88,2.34
F0072,Rice,Zaid,Maharashtra,5.12,461.35,180.23,34.81,9.7,1.89
F0500,Cotton,Kharif,Karnataka,6.32,937.2,357.33,33.68,22.76,3.6
F0238,Rice,Zaid,Uttar Pradesh,7.9,598.45,355.18,45.6,23.26,2.94
F0298,Cotton,Zaid,Karnataka,4.16,1234.93,376.16,7.68,16.37,3.93
F0185,Rice,Zaid,Uttar Pradesh,9.69,1273.69,99.38,10.48,39.95,4.12
F0025,Sugarcane,Zaid,Karnataka,6.15,713.87,65.71,29.37,11.23,1.83
F0272,Rice,Zaid,Punjab,8.12,1398.09,390.47,42.01,39.11,4.82
F0268,Sugarcane,Kharif,Punjab,2.56,616.29,143.84,39.43,5.45,2.13
F0037,Cotton,Kharif,Punjab,8.87,1066.44,224.45,24.16,32.69,3.69
F0486,Cotton,Rabi,Madhya Pradesh,1.22,337.75,362.96,24.73,3.33,2.73
F0227,Cotton,Rabi,Karnataka,3.14,871.07,261.84,22.48,12.65,4.03
F0227,Sugarcane,Rabi,Madhya Pradesh,8.3,841.4,321.64,45.3,22.22,2.68
F0458,Maize,Zaid,Maharashtra,9.14,1079.09,86.77,11.09,26.68,2.92
F0500,Rice,Zaid,Maharashtra,1.98,1056.51,380.94,43.68,6.64,3.35
F0167,Sugarcane,Zaid,Karnataka,3.91,1397.6,308.8,38.22,17.13,4.38
F0425,Sugarcane,Rabi,Punjab,5.16,334.63,78.89,29.21,5.16,1.0
F0113,Wheat,Zaid,Madhya Pradesh,7.36,1272.8,235.35,38.59,33.86,4.6
F0294,Maize,Zaid,Maharashtra,4.34,1114.02,393.8,49.64,15.51,3.57
F0022,Rice,Zaid,Madhya Pradesh,2.07,544.89,362.03,46.27,2.97,1.43
F0419,Rice,Kharif,Karnataka,4.25,515.81,178.29,25.48,5.9,1.39
F0394,Sugarcane,Zaid,Uttar Pradesh,7.49,309.41,292.65,40.72,8.14,1.09
F0328,Sugarcane,Zaid,Maharashtra,3.03,1023.95,351.01,34.48,8.3,2.74
F0342,Cotton,Zaid,Karnataka,8.44,1210.14,194.56,9.64,30.87,3.66
F0096,Rice,Kharif,Punjab,1.18,413.13,312.29,7.32,2.9,2.46
F0415,Maize,Kharif,Maharashtra,3.3,1215.97,385.46,16.06,13.26,4.02
F0462,Cotton,Zaid,Madhya Pradesh,7.42,1197.33,228.85,14.47,32.99,4.45
F0362,Cotton,Kharif,Karnataka,6.58,507.51,357.24,24.22,14.7,2.23
F0235,Sugarcane,Zaid,Punjab,6.12,1180.88,281.73,41.63,27.22,4.45
F0230,Wheat,Kharif,Karnataka,1.93,1303.14,471.16,11.16,10.77,5.58
F0302,Sugarcane,Rabi,Karnataka,5.14,610.67,389.54,37.47,14.52,2.83
F0092,Rice,Kharif,Karnataka,4.84,693.93,121.21,12.54,9.88,2.04
F0311,Maize,Zaid,Madhya Pradesh,6.79,960.52,104.94,10.07,21.34,3.14
F0016,Sugarcane,Kharif,Uttar Pradesh,7.26,370.12,302.12,8.81,11.6,1.6
F0207,Maize,Rabi,Uttar Pradesh,9.09,1388.54,364.2,46.68,46.14,5.08
F0107,Rice,Rabi,Maharashtra,5.91,667.27,148.01,19.72,14.75,2.49
F0471,Rice,Rabi,Madhya Pradesh,6.47,507.19,166.39,26.06,13.38,2.07
F0388,Maize,Zaid,Maharashtra,9.27,1197.71,349.89,31.22,32.83,3.54
F0251,Cotton,Rabi,Maharashtra,5.14,523.88,452.62,16.18,13.2,2.57
F0093,Sugarcane,Rabi,Uttar Pradesh,2.17,746.28,62.73,11.17,4.72,2.18
F0442,Cotton,Zaid,Uttar Pradesh,2.15,365.29,345.5,42.67,4.74,2.2
F0396,Rice,Kharif,Karnataka,2.53,690.47,117.83,32.93,5.36,2.12
F0319,Maize,Zaid,Uttar Pradesh,4.49,1035.94,392.75,29.56,18.69,4.16
F0458,Wheat,Zaid,Uttar Pradesh,3.34,731.0,372.97,32.51,10.0,2.99
F0013,Maize,Rabi,Madhya Pradesh,2.2,751.38,260.53,23.87,5.93,2.69
F0450,Cotton,Kharif,Maharashtra,6.96,1376.74,111.28,16.27,35.75,5.14
F0273,Wheat,Zaid,Karnataka,5.66,1258.81,66.31,49.28,15.9,2.81
F0040,Sugarcane,Zaid,Uttar Pradesh,3.28,509.23,406.21,47.99,6.41,1.96
F0367,Rice,Rabi,Maharashtra,4.43,1442.9,420.71,26.65,21.24,4.8
F0030,Wheat,Kharif,Punjab,5.81,369.66,363.32,7.38,16.04,2.76
F0035,Rice,Rabi,Maharashtra,8.26,1289.94,156.68,19.56,44.73,5.42
F0125,Cotton,Kharif,Maharashtra,3.23,1010.98,184.0,7.5,10.18,3.15
F0206,Cotton,Kharif,Maharashtra,0.52,421.38,406.51,48.26,1.18,2.27
F0205,Sugarcane,Rabi,Maharashtra,1.9,961.24,115.09,32.5,3.27,1.72
F0036,Wheat,Rabi,Punjab,9.37,534.84,394.05,6.06,18.35,1.96
