state,year,month,rainfall_mm,avg_temperature_celsius,humidity_percent,drought_flag
Maharashtra,2022,12,49.96,36.57,58.11,0
Maharashtra,2023,11,126.01,36.1,42.28,0
Maharashtra,2023,11,108.16,24.39,49.34,0
Punjab,2023,10,51.49,33.96,44.94,0
Punjab,2020,5,10.13,33.74,41.13,0
Punjab,2023,11,24.63,23.23,54.69,0
Punjab,2021,10,76.63,18.98,93.09,0
Madhya Pradesh,2023,3,110.25,25.11,50.72,0
Madhya Pradesh,2024,7,379.42,31.78,39.51,0
Punjab,2021,2,36.45,36.91,46.66,0
Maharashtra,2022,12,63.23,37.17,73.1,0
Uttar Pradesh,2020,9,336.68,33.04,31.28,0
Punjab,2021,8,494.26,28.71,82.86,0
Maharashtra,2023,2,143.65,38.37,89.1,0
Uttar Pradesh,2022,5,81.7,25.92,60.23,0
Madhya Pradesh,2024,3,106.59,37.45,43.45,0
Madhya Pradesh,2024,10,138.55,35.93,93.63,0
Maharashtra,2022,3,133.24,24.16,36.89,0
Punjab,2022,4,25.71,24.41,69.92,0
Madhya Pradesh,2020,5,122.6,37.78,70.54,0
Karnataka,2022,1,10.79,22.1,36.48,0
Madhya Pradesh,2022,1,60.87,29.03,32.82,0
Uttar Pradesh,2022,10,58.79,21.94,72.06,0
Maharashtra,2020,11,75.0,28.9,57.8,0
Maharashtra,2024,7,582.41,22.72,63.58,0
Madhya Pradesh,2021,9,494.41,30.25,90.39,0
Maharashtra,2022,5,62.92,28.2,35.75,0
Uttar Pradesh,2021,4,95.26,24.34,40.42,0
Uttar Pradesh,2024,5,86.23,29.71,34.93,0
Madhya Pradesh,2023,12,107.75,31.72,42.29,0
Karnataka,2021,11,75.72,33.85,64.41,0
Maharashtra,2020,4,65.37,25.09,69.68,0
Maharashtra,2021,7,575.64,32.78,34.86,0
Madhya Pradesh,2023,5,74.5,37.6,36.14,0
Punjab,2023,11,148.44,38.88,35.09,0
Karnataka,2021,8,573.37,25.99,84.91,0
Uttar Pradesh,2024,1,68.57,27.7,71.23,0
Punjab,2022,1,118.43,18.74,68.56,0
Maharashtra,2024,9,274.69,25.61,52.62,0
Maharashtra,2024,4,75.67,25.35,36.98,0
Uttar Pradesh,2020,5,30.39,18.74,60.57,0
Uttar Pradesh,2020,8,581.78,20.54,91.51,0
Uttar Pradesh,2020,9,493.34,32.02,71.94,0
Maharashtra,2024,2,125.74,20.35,62.81,0
Madhya Pradesh,2020,12,107.59,30.91,84.13,0
Punjab,2021,12,20.12,33.2,64.71,0
Maharashtra,2023,12,63.08,25.49,70.35,0
Madhya Pradesh,2024,2,134.74,28.92,83.61,0
Madhya Pradesh,2023,10,66.3,20.25,34.0,0
Karnataka,2020,5,17.19,26.36,51.92,0
Karnataka,2024,4,110.51,34.34,33.31,0
Karnataka,2022,6,288.45,24.03,65.59,0
Madhya Pradesh,2020,1,30.23,20.95,91.35,0
Karnataka,2024,7,521.68,21.97,56.43,0
Uttar Pradesh,2020,8,342.25,35.4,63.16,0
Punjab,2021,7,251.14,34.26,55.8,0
Punjab,2020,11,46.81,26.26,62.35,0
Uttar Pradesh,2022,8,337.25,23.32,55.9,0
Punjab,2021,5,12.68,34.99,41.11,0
Madhya Pradesh,2022,2,16.15,32.38,80.31,0
Maharashtra,2023,3,123.94,28.86,43.35,0
Uttar Pradesh,2022,4,113.21,33.39,46.01,0
Maharashtra,2020,10,136.48,20.3,93.87,0
Karnataka,2020,2,130.43,33.13,91.02,0
Madhya Pradesh,2022,10,111.12,22.19,58.74,0
Uttar Pradesh,2021,11,20.01,26.57,78.2,0
Maharashtra,2022,8,354.58,25.27,68.7,0
Madhya Pradesh,2023,12,132.11,19.05,55.06,0
Maharashtra,2022,12,32.15,33.3,36.87,0
Madhya Pradesh,2022,11,103.07,24.3,42.93,0
Uttar Pradesh,2024,3,141.09,18.41,58.46,0
Uttar Pradesh,2023,8,208.65,28.64,62.57,0
Uttar Pradesh,2022,10,55.03,20.91,54.47,0
Madhya Pradesh,2023,12,104.12,35.21,64.5,0
Madhya Pradesh,2021,3,92.58,22.41,48.68,0
Maharashtra,2024,10,32.67,23.48,44.62,0
Punjab,2022,12,82.72,30.38,91.42,0
Maharashtra,2022,6,278.23,32.12,83.12,0
Karnataka,2021,2,88.43,23.61,47.07,0
Madhya Pradesh,2024,4,15.5,24.72,78.4,0
Punjab,2021,1,16.65,22.82,75.91,0
Madhya Pradesh,2023,7,513.06,28.02,75.37,0
Madhya Pradesh,2020,4,64.31,21.52,55.88,0
Madhya Pradesh,2023,7,431.99,38.86,34.47,0
Madhya Pradesh,2021,10,81.04,25.24,63.04,0
Uttar Pradesh,2024,1,13.36,24.89,83.29,0
Uttar Pradesh,2020,12,87.55,27.91,48.56,0
Punjab,2020,3,51.73,26.43,84.31,0
Madhya Pradesh,2020,3,145.41,27.65,55.57,0
Karnataka,2021,12,128.52,27.39,65.88,0
Maharashtra,2022,11,42.33,34.36,64.58,0
Karnataka,2023,10,123.26,35.18,43.98,0
Uttar Pradesh,2020,7,486.25,35.6,52.5,0
Maharashtra,2023,3,34.17,18.06,59.31,0
Uttar Pradesh,2021,6,340.97,30.21,42.22,0
Uttar Pradesh,2020,8,543.87,23.67,44.72,0
Punjab,2021,10,77.3,28.97,43.98,0
Uttar Pradesh,2020,4,48.06,21.73,76.7,0
Maharashtra,2021,10,117.81,28.17,76.42,0
Madhya Pradesh,2021,5,113.03,21.04,92.8,0
Punjab,2020,8,528.41,22.5,42.1,0
Karnataka,2020,8,250.26,21.04,78.63,0
Karnataka,2020,4,75.75,35.22,78.51,0
Madhya Pradesh,2020,6,441.85,33.1,31.19,0
Uttar Pradesh,2021,12,53.65,32.03,30.61,0
Karnataka,2022,4,14.62,36.74,74.46,0
Maharashtra,2020,7,306.15,33.14,81.51,0
Maharashtra,2020,7,322.72,18.79,90.63,0
Uttar Pradesh,2023,7,338.07,20.34,61.97,0
Uttar Pradesh,2021,9,507.39,22.88,47.52,0
Uttar Pradesh,2021,11,43.98,39.82,42.83,0
Punjab,2024,12,90.57,38.36,39.55,0
Madhya Pradesh,2023,8,588.34,38.84,87.5,0
Madhya Pradesh,2021,7,285.82,31.95,79.46,0
Karnataka,2023,1,148.04,21.97,79.79,0
Uttar Pradesh,2022,10,57.43,21.86,57.39,0
Punjab,2021,7,517.53,28.23,64.94,0
Madhya Pradesh,2024,6,598.06,26.78,70.0,0
Madhya Pradesh,2020,6,346.1,26.64,75.22,0
Maharashtra,2020,8,575.15,29.93,79.95,0
Karnataka,2020,9,235.68,22.65,62.64,0
Karnataka,2024,1,12.8,23.56,63.63,0
Punjab,2023,6,205.98,23.82,63.41,0
Maharashtra,2024,4,90.24,38.37,71.95,0
Uttar Pradesh,2021,3,68.06,38.47,81.02,0
Punjab,2023,9,280.0,20.88,73.93,0
Maharashtra,2020,9,423.95,35.37,78.02,0
Madhya Pradesh,2021,1,97.53,39.7,64.68,0
Karnataka,2020,2,25.83,36.22,46.37,0
Madhya Pradesh,2023,4,118.82,39.06,75.29,0
Maharashtra,2023,3,93.44,28.13,53.69,0
Karnataka,2020,8,341.2,32.0,78.83,0
Uttar Pradesh,2021,4,104.99,22.37,62.11,0
Karnataka,2021,12,120.83,28.47,64.88,0
Madhya Pradesh,2023,8,508.45,32.55,56.61,0
Uttar Pradesh,2021,11,135.36,21.58,94.71,0
Punjab,2024,10,26.64,18.33,87.85,0
Punjab,2022,7,297.98,34.05,82.72,0
Maharashtra,2021,7,543.59,39.82,49.11,0
Karnataka,2020,4,109.43,20.54,56.44,0
Maharashtra,2021,1,128.72,26.09,68.42,0
Maharashtra,2021,5,80.53,32.21,93.24,0
Uttar Pradesh,2021,5,17.8,30.63,86.1,0
Karnataka,2022,6,392.55,19.73,66.44,0
Punjab,2020,5,56.49,21.41,85.19,0
Punjab,2021,5,83.02,38.53,82.39,0
Madhya Pradesh,2024,6,477.19,18.11,57.81,0
Madhya Pradesh,2024,7,278.99,38.04,41.35,0
Uttar Pradesh,2021,11,50.05,29.37,47.12,0
Uttar Pradesh,2024,8,283.95,31.18,35.78,0
Madhya Pradesh,2024,2,18.14,26.19,76.84,0
Uttar Pradesh,2024,11,87.67,27.3,66.77,0
Uttar Pradesh,2024,7,346.18,38.6,33.57,0
Uttar Pradesh,2024,4,104.27,37.61,82.25,0
Karnataka,2020,3,35.77,24.51,76.61,0
Punjab,2022,1,21.8,35.86,76.73,0
Punjab,2024,1,112.14,20.21,76.65,0
Karnataka,2020,12,105.17,36.28,32.7,0
Karnataka,2021,10,13.24,26.21,39.67,0
Madhya Pradesh,2024,6,423.35,38.18,55.45,0
Madhya Pradesh,2021,10,128.29,18.01,40.95,0
Karnataka,2023,2,14.26,25.22,89.03,0
Karnataka,2023,8,238.78,31.34,59.35,0
Madhya Pradesh,2022,9,575.39,20.7,43.78,0
Karnataka,2022,4,14.14,27.55,48.06,0
Karnataka,2021,2,131.79,31.31,69.92,0
Madhya Pradesh,2024,9,412.76,20.02,58.93,0
Maharashtra,2020,11,149.93,36.38,88.07,0
Madhya Pradesh,2023,1,125.25,20.27,44.78,0
Punjab,2024,11,10.44,24.68,37.06,0
Karnataka,2020,2,76.19,32.9,86.84,0
Maharashtra,2022,2,114.89,38.65,33.5,0
Madhya Pradesh,2024,9,204.87,32.55,48.81,0
Madhya Pradesh,2022,4,45.49,25.28,47.54,0
Madhya Pradesh,2020,3,81.6,27.68,63.31,0
Uttar Pradesh,2024,4,104.18,26.52,46.33,0
Madhya Pradesh,2023,9,266.48,25.69,78.22,0
Madhya Pradesh,2023,9,502.68,32.67,45.21,0
Karnataka,2020,8,435.23,30.56,61.48,0
Madhya Pradesh,2024,7,419.99,28.82,66.75,0
Uttar Pradesh,2024,4,110.17,20.41,78.73,0
Maharashtra,2020,7,254.35,19.47,93.45,0
Madhya Pradesh,2022,11,143.98,19.33,58.81,0
Punjab,2022,2,36.07,28.68,83.96,0
Karnataka,2020,3,143.09,31.95,53.0,0
Madhya Pradesh,2021,5,94.47,24.86,89.14,0
Uttar Pradesh,2022,12,131.86,30.28,51.11,0
Maharashtra,2021,4,51.07,18.74,83.03,0
Maharashtra,2020,5,73.05,25.15,60.62,0
Maharashtra,2024,4,124.62,20.74,85.75,0
Punjab,2021,2,135.65,38.83,55.84,0
Uttar Pradesh,2022,9,286.86,26.22,51.64,0
Uttar Pradesh,2022,6,270.46,31.36,60.98,0
Punjab,2024,2,131.2,18.71,71.85,0
Karnataka,2020,12,116.81,34.71,87.59,0
Punjab,2021,8,491.61,38.41,51.62,0
Madhya Pradesh,2024,7,401.28,18.31,30.45,0
Karnataka,2021,1,43.62,20.22,46.91,0
Madhya Pradesh,2020,12,34.79,18.63,89.1,0
Madhya Pradesh,2023,7,203.29,34.19,39.89,0
Karnataka,2023,2,137.71,37.64,72.5,0
Uttar Pradesh,2022,6,468.89,18.12,94.02,0
Maharashtra,2021,10,132.9,37.69,72.85,0
Maharashtra,2022,2,58.27,37.66,48.95,0
Maharashtra,2023,1,88.78,20.19,89.93,0
Uttar Pradesh,2023,7,256.31,22.95,66.28,0
Karnataka,2023,5,116.97,31.63,45.09,0
Uttar Pradesh,2020,2,10.13,34.66,94.04,0
Uttar Pradesh,2022,7,523.97,28.12,88.74,0
Karnataka,2020,7,363.94,29.55,61.01,0
Karnataka,2021,4,72.67,35.05,64.24,0
Maharashtra,2021,8,326.69,23.68,32.45,0
Maharashtra,2021,6,433.28,23.06,39.63,0
Maharashtra,2021,2,101.54,32.99,78.89,0
Maharashtra,2021,7,401.43,37.67,90.86,0
Punjab,2022,9,522.95,31.98,49.74,0
Uttar Pradesh,2023,12,147.61,24.03,43.17,0
Punjab,2024,10,71.9,19.25,93.6,0
Uttar Pradesh,2021,12,92.38,30.25,72.63,0
Maharashtra,2023,5,79.58,18.71,69.8,0
Madhya Pradesh,2022,1,110.26,27.17,79.22,0
Madhya Pradesh,2023,3,41.78,22.87,40.49,0
Uttar Pradesh,2022,2,62.08,36.63,83.81,0
Punjab,2021,11,63.6,30.96,76.85,0
Madhya Pradesh,2020,4,43.77,21.7,93.19,0
Madhya Pradesh,2023,11,96.46,39.59,51.95,0
Uttar Pradesh,2024,10,108.42,22.9,46.98,0
Punjab,2021,9,404.76,25.03,40.9,0
Punjab,2022,8,305.15,18.79,75.79,0
Karnataka,2020,4,78.9,20.07,41.16,0
Punjab,2020,10,24.35,31.48,36.12,0
Punjab,2021,3,115.6,18.45,46.21,0
Karnataka,2021,3,134.69,33.81,34.74,0
Karnataka,2022,9,528.45,28.85,85.04,0
Madhya Pradesh,2020,1,94.1,33.0,94.58,0
Karnataka,2024,7,292.93,31.73,59.92,0
Punjab,2023,7,215.78,18.32,37.75,0
Maharashtra,2021,9,459.64,30.48,65.97,0
Punjab,2020,4,14.46,28.32,90.1,0
Punjab,2021,5,65.66,31.75,80.69,0
Madhya Pradesh,2024,12,119.75,29.42,85.77,0
Karnataka,2021,8,356.55,37.55,45.61,0
Punjab,2023,12,49.23,19.17,81.71,0
Madhya Pradesh,2024,7,366.82,23.04,45.07,0
Karnataka,2022,2,136.2,36.35,65.98,0
Punjab,2022,7,446.44,28.44,55.46,0
Maharashtra,2024,11,138.17,20.76,57.2,0
Madhya Pradesh,2022,5,58.24,28.96,59.75,0
Karnataka,2024,6,407.56,21.08,63.35,0
Maharashtra,2024,1,43.94,22.06,34.21,0
Punjab,2022,4,116.77,27.4,70.73,0
Uttar Pradesh,2021,9,491.04,32.94,60.58,0
Madhya Pradesh,2021,9,355.16,26.27,71.6,0
Madhya Pradesh,2024,8,397.92,36.68,86.86,0
Punjab,2022,4,33.88,21.0,70.98,0
Maharashtra,2021,7,320.49,18.41,87.76,0
Karnataka,2022,3,41.77,38.44,76.63,0
Madhya Pradesh,2020,9,505.06,22.43,45.22,0
Uttar Pradesh,2023,7,408.51,21.79,49.85,0
Punjab,2020,8,328.58,21.51,43.34,0
Madhya Pradesh,2023,2,120.4,21.68,31.85,0
Madhya Pradesh,2021,3,98.11,39.47,51.53,0
Madhya Pradesh,2024,2,26.61,30.55,88.91,0
Uttar Pradesh,2020,11,119.77,31.7,50.48,0
Karnataka,2024,4,85.86,20.01,74.13,0
Uttar Pradesh,2022,8,490.04,39.23,46.93,0
Uttar Pradesh,2021,1,12.58,30.0,75.94,0
Maharashtra,2023,10,120.66,22.26,47.01,0
Punjab,2023,8,405.04,25.27,85.93,0
Uttar Pradesh,2021,12,76.33,35.59,67.74,0
Punjab,2024,6,509.24,25.32,84.04,0
Punjab,2024,11,48.44,30.01,43.91,0
Uttar Pradesh,2022,1,76.57,25.0,47.34,0
Uttar Pradesh,2021,7,586.79,21.52,81.18,0
Karnataka,2021,9,593.67,18.44,75.44,0
Uttar Pradesh,2021,8,301.16,18.89,56.19,0
Uttar Pradesh,2021,10,140.93,18.26,68.21,0
Punjab,2021,5,80.2,37.21,35.46,0
Punjab,2020,1,105.41,32.96,73.49,0
Karnataka,2021,1,141.93,36.11,32.73,0
Punjab,2023,3,75.95,26.75,50.16,0
Uttar Pradesh,2021,11,73.19,26.45,58.1,0
Karnataka,2023,10,147.1,19.95,89.95,0
Maharashtra,2021,3,77.23,31.72,83.96,0
Madhya Pradesh,2024,7,344.19,27.47,56.62,0
Madhya Pradesh,2022,2,62.46,38.36,83.88,0
Madhya Pradesh,2022,11,25.26,20.38,57.81,0
Punjab,2023,7,239.46,31.62,39.34,0
Madhya Pradesh,2023,6,408.95,18.16,50.58,0
Madhya Pradesh,2020,3,104.81,28.65,93.59,0
Karnataka,2022,1,132.37,25.9,32.96,0
Punjab,2023,3,128.39,38.05,83.34,0
Uttar Pradesh,2020,2,27.91,39.95,46.81,0
Uttar Pradesh,2021,9,489.68,37.98,45.32,0
Madhya Pradesh,2024,4,137.16,24.81,93.47,0
Punjab,2020,10,49.38,38.98,33.48,0
Madhya Pradesh,2024,3,109.3,29.71,61.06,0
Karnataka,2023,5,41.29,33.52,42.4,0
Karnataka,2020,9,421.14,23.57,92.12,0
Uttar Pradesh,2024,7,211.45,22.39,45.75,0
Karnataka,2022,8,365.63,23.12,61.94,0
Punjab,2024,10,132.15,33.67,67.7,0
Karnataka,2023,10,22.46,33.27,40.82,0
Punjab,2020,4,120.09,23.5,57.11,0
Uttar Pradesh,2023,2,59.07,36.89,38.23,0
Maharashtra,2021,10,89.19,21.13,75.81,0
Maharashtra,2023,5,136.71,27.56,61.73,0
Karnataka,2024,10,139.84,29.46,61.69,0
Uttar Pradesh,2022,8,431.33,33.16,36.95,0
Punjab,2021,8,528.44,27.58,34.7,0
Maharashtra,2022,5,120.07,26.29,36.52,0
Maharashtra,2024,12,98.73,37.36,87.7,0
Madhya Pradesh,2024,10,144.07,37.09,30.14,0
Karnataka,2023,5,63.23,36.01,53.81,0
Punjab,2021,2,94.22,31.34,53.73,0
Punjab,2020,6,561.79,29.07,60.21,0
Punjab,2020,5,149.65,28.86,41.6,0
Madhya Pradesh,2022,11,81.83,35.91,80.5,0
Karnataka,2024,1,120.4,33.58,46.52,0
Uttar Pradesh,2022,7,544.83,37.66,42.62,0
Karnataka,2023,4,28.26,39.46,86.44,0
Karnataka,2023,8,557.29,37.5,65.21,0
Madhya Pradesh,2023,9,458.56,30.0,33.33,0
Punjab,2020,11,114.37,29.12,72.1,0
Maharashtra,2023,4,80.37,28.82,41.17,0
Uttar Pradesh,2024,11,49.02,21.49,42.72,0
Uttar Pradesh,2022,1,146.22,21.37,47.5,0
Punjab,2022,2,92.68,31.42,40.01,0
Punjab,2024,7,517.49,35.27,45.43,0
Karnataka,2020,7,315.47,38.64,83.67,0
Maharashtra,2020,5,107.69,19.81,57.19,0
Madhya Pradesh,2021,12,88.3,22.12,59.13,0
Karnataka,2022,7,440.41,25.2,80.76,0
Maharashtra,2020,11,127.66,25.12,84.51,0
Karnataka,2022,7,241.43,36.43,39.93,0
Madhya Pradesh,2023,10,21.61,32.12,60.68,0
Madhya Pradesh,2022,4,137.1,25.99,48.66,0
Madhya Pradesh,2020,4,80.1,28.03,52.39,0
Punjab,2024,2,107.12,34.71,85.44,0
Maharashtra,2024,10,146.2,23.87,76.55,0
Maharashtra,2020,5,65.2,32.9,60.94,0
Maharashtra,2022,7,597.51,34.04,91.91,0
Punjab,2020,2,126.9,37.86,82.94,0
Madhya Pradesh,2024,10,74.28,23.54,54.07,0
Madhya Pradesh,2020,12,12.83,29.53,62.83,0
Maharashtra,2021,8,410.1,39.43,89.24,0
Punjab,2024,11,32.64,26.12,57.56,0
Karnataka,2020,8,344.21,35.57,64.06,0
Madhya Pradesh,2023,5,90.09,36.77,82.39,0
Madhya Pradesh,2020,12,28.51,33.71,58.3,0
Karnataka,2020,11,51.25,19.1,61.67,0
Punjab,2021,1,59.76,23.53,75.15,0
Uttar Pradesh,2024,11,117.73,23.39,33.21,0
Madhya Pradesh,2022,3,128.83,18.22,90.91,0
Karnataka,2020,8,451.05,25.08,46.02,0
Karnataka,2021,5,11.26,23.18,38.95,0
Punjab,2020,10,95.7,21.66,64.36,0
Punjab,2024,7,436.05,24.56,32.28,0
Maharashtra,2024,2,15.22,18.58,78.04,0
Karnataka,2021,5,54.52,35.52,58.06,0
Maharashtra,2021,9,381.2,29.28,76.35,0
Punjab,2023,2,48.29,20.67,66.14,0
Maharashtra,2020,6,330.79,27.73,72.05,0
Karnataka,2020,3,79.18,31.65,65.37,0
Karnataka,2022,8,495.92,33.53,64.72,0
Uttar Pradesh,2021,3,105.05,37.22,58.1,0
Maharashtra,2022,8,365.11,34.81,67.87,0
Maharashtra,2020,9,228.4,37.63,32.0,0
Karnataka,2022,9,499.36,34.69,91.95,0
Punjab,2024,10,17.58,31.13,57.81,0
Punjab,2024,11,56.29,19.99,66.57,0
Karnataka,2022,1,77.07,20.3,69.81,0
Maharashtra,2022,1,113.31,34.88,88.85,0
Punjab,2022,7,363.79,38.97,86.25,0
Karnataka,2022,7,318.6,21.5,58.3,0
Maharashtra,2024,4,66.27,30.67,67.92,0
Karnataka,2022,6,499.99,29.22,36.81,0
Uttar Pradesh,2024,10,130.16,24.81,93.13,0
Madhya Pradesh,2023,11,26.5,39.08,35.92,0
Punjab,2024,1,42.35,19.02,75.83,0
Punjab,2020,10,129.04,27.55,90.35,0
Uttar Pradesh,2020,9,436.12,31.86,84.95,0
Uttar Pradesh,2024,11,51.55,25.79,88.89,0
Karnataka,2024,7,560.39,39.48,88.62,0
Punjab,2024,10,27.83,36.12,56.64,0
Maharashtra,2024,8,596.32,28.39,66.0,0
Maharashtra,2024,5,84.17,25.08,34.88,0
Maharashtra,2022,4,135.39,35.66,39.07,0
Madhya Pradesh,2022,2,118.75,31.77,56.59,0
Madhya Pradesh,2023,7,301.61,36.91,75.51,0
Maharashtra,2023,9,419.1,31.41,35.92,0
Punjab,2021,6,389.57,22.26,43.54,0
Maharashtra,2022,6,464.52,38.05,56.24,0
Maharashtra,2022,7,283.1,32.27,86.63,0
Karnataka,2023,2,114.76,37.11,64.88,0
Madhya Pradesh,2024,4,115.26,21.08,52.64,0
Punjab,2021,4,64.54,29.25,90.39,0
Madhya Pradesh,2024,7,549.72,20.96,41.23,0
Madhya Pradesh,2023,2,60.07,24.4,69.96,0
Punjab,2022,6,561.11,39.17,72.48,0
Maharashtra,2024,12,127.34,29.55,43.54,0
Madhya Pradesh,2024,6,409.88,30.21,78.26,0
Maharashtra,2022,5,40.78,26.1,53.66,0
Madhya Pradesh,2023,9,583.78,27.77,79.08,0
Madhya Pradesh,2024,5,115.11,23.84,67.17,0
Karnataka,2020,12,135.2,28.45,91.43,0
Karnataka,2022,10,40.02,19.63,87.94,0
Uttar Pradesh,2022,12,128.68,39.84,74.16,0
Uttar Pradesh,2024,10,141.14,36.19,84.89,0
Karnataka,2024,3,89.68,26.41,90.75,0
Madhya Pradesh,2024,10,70.5,29.85,59.0,0
Maharashtra,2020,9,425.93,28.35,33.12,0
Madhya Pradesh,2021,9,552.82,27.78,68.28,0
Maharashtra,2022,12,29.49,18.07,45.94,0
Uttar Pradesh,2021,6,481.83,20.18,89.08,0
Madhya Pradesh,2023,9,286.01,22.5,41.8,0
Madhya Pradesh,2023,11,11.96,34.98,86.88,0
Maharashtra,2022,5,95.98,22.14,48.54,0
Punjab,2020,8,390.37,39.0,46.08,0
Maharashtra,2020,4,112.43,27.67,49.36,0
Karnataka,2023,4,73.83,19.57,81.91,0
Punjab,2020,1,44.06,33.96,34.44,0
Karnataka,2024,10,143.71,22.25,87.38,0
Uttar Pradesh,2021,10,123.33,39.29,61.06,0
Madhya Pradesh,2022,4,111.84,26.16,41.98,0
Uttar Pradesh,2024,10,72.03,21.65,93.83,0
Punjab,2022,7,238.5,30.96,70.72,0
Punjab,2024,5,85.33,32.57,37.55,0
Uttar Pradesh,2022,8,422.01,24.32,91.11,0
Madhya Pradesh,2021,8,504.83,39.4,32.44,0
Uttar Pradesh,2022,5,49.92,22.3,30.73,0
Punjab,2020,12,43.93,32.93,45.02,0
Karnataka,2024,11,81.26,37.53,75.09,0
Karnataka,2021,2,65.25,26.19,59.62,0
Uttar Pradesh,2021,8,270.82,31.95,53.67,0
Madhya Pradesh,2020,1,129.33,34.64,69.68,0
Uttar Pradesh,2021,5,60.99,22.62,80.45,0
Uttar Pradesh,2020,5,78.1,22.94,42.69,0
Karnataka,2022,4,33.16,35.1,44.88,0
Uttar Pradesh,2020,6,410.66,27.93,67.67,0
Karnataka,2024,1,132.8,37.09,59.32,0
Punjab,2020,10,12.15,27.38,69.4,0
Maharashtra,2022,4,88.09,32.33,40.01,0
Madhya Pradesh,2023,4,100.51,22.02,78.78,0
Uttar Pradesh,2021,5,57.47,33.62,33.11,0
Punjab,2023,1,67.1,33.51,44.75,0
Punjab,2021,3,121.34,31.88,68.19,0
Madhya Pradesh,2022,5,59.5,28.61,68.83,0
Madhya Pradesh,2021,2,76.14,33.36,58.19,0
Karnataka,2023,10,38.32,22.71,30.38,0
Maharashtra,2024,4,52.13,34.48,81.62,0
Uttar Pradesh,2021,3,38.35,39.1,62.66,0
Karnataka,2024,9,566.79,33.55,76.96,0
Madhya Pradesh,2024,11,21.91,22.84,30.57,0
Uttar Pradesh,2023,5,110.26,25.58,81.13,0
Uttar Pradesh,2022,1,57.45,36.03,38.5,0
Punjab,2021,10,34.27,25.5,56.55,0
Maharashtra,2021,5,58.82,34.8,36.3,0
Karnataka,2020,3,59.17,36.42,34.34,0
Karnataka,2020,10,141.93,39.7,35.76,0
Karnataka,2020,10,50.78,26.19,80.47,0
Madhya Pradesh,2023,1,93.43,32.18,79.24,0
Uttar Pradesh,2024,4,26.52,36.33,75.87,0
Uttar Pradesh,2021,11,90.83,37.57,75.52,0
Maharashtra,2020,3,38.24,27.45,62.11,0
Maharashtra,2022,12,17.73,39.0,38.36,0
Uttar Pradesh,2024,11,107.64,29.14,31.67,0
Madhya Pradesh,2024,3,139.46,36.74,64.08,0
Madhya Pradesh,2021,11,42.05,20.68,53.62,0
Madhya Pradesh,2021,10,45.76,29.15,92.82,0
Punjab,2024,6,429.98,37.58,72.31,0
Maharashtra,2023,1,76.53,36.8,60.64,0
Uttar Pradesh,2022,10,131.61,24.41,38.37,0
Madhya Pradesh,2023,12,129.74,30.92,87.79,0
Karnataka,2022,7,575.13,19.18,62.56,0
Uttar Pradesh,2024,12,62.5,31.77,81.58,0
Maharashtra,2020,7,312.24,30.25,76.07,0
Uttar Pradesh,2022,3,28.82,35.91,69.4,0
Maharashtra,2022,4,142.94,25.47,37.03,0
Karnataka,2020,4,80.91,19.89,93.02,0
Punjab,2023,6,215.47,34.58,64.13,0
Madhya Pradesh,2024,6,347.45,19.45,70.44,0
Madhya Pradesh,2024,6,434.09,24.18,89.16,0
Uttar Pradesh,2022,4,52.58,27.89,65.34,0
Madhya Pradesh,2023,10,24.03,38.51,54.34,0
Punjab,2024,9,232.31,26.52,69.01,0
Maharashtra,2021,12,81.91,33.28,33.61,0
Maharashtra,2024,9,313.82,36.02,35.19,0
Uttar Pradesh,2024,5,129.77,20.02,84.24,0
Madhya Pradesh,2023,6,344.32,31.47,39.94,0
Karnataka,2024,11,19.26,22.75,38.31,0
Maharashtra,2023,5,53.74,29.32,68.27,0
Punjab,2022,12,120.58,32.44,69.57,0
Madhya Pradesh,2021,11,67.65,28.42,56.94,0
Karnataka,2024,2,127.9,23.06,30.37,0
Madhya Pradesh,2021,2,101.18,22.45,87.86,0
Karnataka,2021,11,130.27,19.69,36.92,0
Punjab,2024,6,398.07,31.4,47.87,0
Maharashtra,2022,8,486.72,31.09,51.11,0
Karnataka,2024,12,13.55,34.5,43.96,0
Karnataka,2022,4,126.83,27.25,67.51,0
Madhya Pradesh,2020,10,132.21,37.0,54.15,0
Karnataka,2023,12,39.24,35.05,58.15,0
Karnataka,2020,2,36.89,37.9,42.88,0
Maharashtra,2022,8,210.32,18.45,70.45,0
Madhya Pradesh,2021,6,464.67,24.84,50.8,0
Madhya Pradesh,2024,6,335.8,32.96,33.78,0
Karnataka,2024,2,140.08,22.9,94.98,0
Maharashtra,2023,2,34.01,34.97,44.52,0
Karnataka,2022,9,232.34,37.25,85.82,0
Punjab,2020,10,66.5,33.45,66.21,0
Maharashtra,2022,8,541.18,24.93,64.04,0
Uttar Pradesh,2022,9,394.15,25.79,87.94,0
Maharashtra,2020,8,266.35,21.29,67.5,0
Maharashtra,2022,3,102.05,22.28,55.4,0
Madhya Pradesh,2022,10,142.52,23.43,73.44,0
Maharashtra,2022,6,496.06,27.86,90.94,0
Uttar Pradesh,2020,11,113.13,28.07,67.01,0
Karnataka,2024,10,106.97,31.03,87.12,0
Maharashtra,2024,4,59.96,24.6,43.9,0
Maharashtra,2024,12,15.29,18.95,86.55,0
Karnataka,2020,9,471.36,32.53,69.95,0
Punjab,2024,9,539.69,28.57,86.58,0
